date,equity
1997-01-01,1.000052788555441
1997-01-02,0.9981526011652637
1997-01-03,1.0015240277411634
1997-01-06,1.0164936143047434
1997-01-07,1.0095366078832395
1997-01-08,1.0144516836836504
1997-01-09,1.0132371089135417
1997-01-10,1.007117812022331
1997-01-13,1.0030353470113538
1997-01-14,1.0069569195847636
1997-01-15,1.0144937192879981
1997-01-16,1.0060495234721076
1997-01-17,1.0030951102130987
1997-01-20,1.0009894720316743
1997-01-21,0.997819151040253
1997-01-22,0.9984588111952601
1997-01-23,0.9957917430822056
1997-01-24,0.9950081726036474
1997-01-27,0.9962200671915445
1997-01-28,0.9946655940315244
1997-01-29,0.9951300200026341
1997-01-30,0.998891475846669
1997-01-31,0.9938817695787382
1997-02-03,0.9936484169347299
1997-02-04,0.9964931953948267
1997-02-05,0.9944169940092176
1997-02-06,0.987785339950579
1997-02-07,0.9804946047783379
1997-02-10,0.981963215667104
1997-02-11,0.9838451854233086
1997-02-12,0.9791559903701841
1997-02-13,0.9802344252063544
1997-02-14,0.9818540170452541
1997-02-17,0.982057473209586
1997-02-18,0.982057473209586
1997-02-19,0.9848449488411746
1997-02-20,0.9796155960077199
1997-02-21,0.9794208389938381
1997-02-24,0.9729061995296713
1997-02-25,0.9771289217574152
1997-02-26,0.9756932090704419
1997-02-27,0.973785544623196
1997-02-28,0.9710626418224705
1997-03-03,0.9709962571163524
1997-03-04,0.9754376280030465
1997-03-05,0.9716499923617206
1997-03-06,0.9755875954081472
1997-03-07,0.9800869606129825
1997-03-10,0.9777292451882681
1997-03-11,0.9760361722471645
1997-03-12,0.9768402351270141
1997-03-13,0.974337322257471
1997-03-14,0.9792394656636874
1997-03-17,0.9744403323880948
1997-03-18,0.978479514044666
1997-03-19,0.9795675466935989
1997-03-20,0.9804407308452743
1997-03-21,0.9769665371488182
1997-03-24,0.9743651964052032
1997-03-25,0.9755234390795703
1997-03-26,0.9730131080897269
1997-03-27,0.9739411203690849
1997-03-28,0.9740186387645298
1997-03-31,0.9737602852357733
1997-04-01,0.9725214326020757
1997-04-02,0.9668678933306923
1997-04-03,0.9663819695120461
1997-04-04,0.9638456041408446
1997-04-07,0.9657311059718947
1997-04-08,0.9651103600709787
1997-04-09,0.9658807435489565
1997-04-10,0.9690261317610088
1997-04-11,0.9677435525831989
1997-04-14,0.971703392773218
1997-04-15,0.9717791982501637
1997-04-16,0.9687114880947781
1997-04-17,0.9735543683982398
1997-04-18,0.9775808684496795
1997-04-21,0.979481729444453
1997-04-22,0.9787459013201693
1997-04-23,0.9766227857039284
1997-04-24,0.9776178131141293
1997-04-25,0.9776805187863319
1997-04-28,0.9757374419218191
1997-04-29,0.9832696596415308
1997-04-30,0.9861939237139663
1997-05-01,0.9865355788404234
1997-05-02,0.9835567948134747
1997-05-05,0.9828481984896497
1997-05-06,0.9842658333610275
1997-05-07,0.98418950638283
1997-05-08,0.9880440803104932
1997-05-09,0.98983064264881
1997-05-12,0.9944393806275006
1997-05-13,0.9932973350330079
1997-05-14,0.9940999215374233
1997-05-15,0.9935444660744898
1997-05-16,0.9991516046203092
1997-05-19,0.9975925290578191
1997-05-20,0.9943387803618814
1997-05-21,0.9963577295087503
1997-05-22,0.9955380390145748
1997-05-23,0.9955727913752919
1997-05-26,0.9957801051951418
1997-05-27,0.9950807122696887
1997-05-28,0.9956846459456682
1997-05-29,0.9968192038009237
1997-05-30,0.9958394361895068
1997-06-02,0.9933744020903283
1997-06-03,0.9904952114647424
1997-06-04,0.9885322318646146
1997-06-05,0.9862529057685783
1997-06-06,0.9835524316239308
1997-06-09,0.981591595750913
1997-06-10,0.9800377631877953
1997-06-11,0.9790265280857381
1997-06-12,0.9802343660700172
1997-06-13,0.9826674138745876
1997-06-16,0.982894388947236
1997-06-17,0.9849730489378413
1997-06-18,0.981375786499795
1997-06-19,0.9820004341781404
1997-06-20,0.9812520246453902
1997-06-23,0.9818921602217853
1997-06-24,0.9821474644013733
1997-06-25,0.9834983763070649
1997-06-26,0.9778585058923138
1997-06-27,0.9815238561684928
1997-06-30,0.9828090703034792
1997-07-01,0.9846583706485043
1997-07-02,0.9849489433432773
1997-07-03,0.9826526041688806
1997-07-04,0.9827268506822291
1997-07-07,0.983716654631146
1997-07-08,0.9865236553710767
1997-07-09,0.9868597186115244
1997-07-10,0.9854015103839435
1997-07-11,0.9870320796763853
1997-07-14,0.9876082774688969
1997-07-15,0.9912914375393261
1997-07-16,0.9927831687564287
1997-07-17,0.9946223371524616
1997-07-18,0.9916816302567398
1997-07-21,0.9888984366223409
1997-07-22,0.9933938017019128
1997-07-23,0.9969782092072846
1997-07-24,0.9992182565467934
1997-07-25,1.00113930814569
1997-07-28,1.0042589340413979
1997-07-29,1.0050893693454626
1997-07-30,1.0100810472741033
1997-07-31,1.0120227007650595
1997-08-01,1.0126687772312633
1997-08-04,1.018618837056116
1997-08-05,1.0174509539427223
1997-08-06,1.0162794183092163
1997-08-07,1.0143797759399285
1997-08-08,1.0098735582089522
1997-08-11,1.0109264440468428
1997-08-12,1.0104051507542817
1997-08-13,1.0133836146247568
1997-08-14,1.0133283136233135
1997-08-15,1.012389360016353
1997-08-18,1.0112980849843378
1997-08-19,1.0155207240617004
1997-08-20,1.013298313912182
1997-08-21,1.0081132769287298
1997-08-22,1.0097229437217967
1997-08-25,1.0063480089718975
1997-08-26,1.0063964849618923
1997-08-27,1.010171621985891
1997-08-28,1.0150488441227437
1997-08-29,1.0159737960754833
1997-09-01,1.0160495584763838
1997-09-02,1.0168070695167748
1997-09-03,1.0167862068503057
1997-09-04,1.010987006695904
1997-09-05,1.0120334000797888
1997-09-08,1.010555647565783
1997-09-09,1.010752030520045
1997-09-10,1.0093753865821593
1997-09-11,1.010914687878257
1997-09-12,1.0120135940323944
1997-09-15,1.010980593159798
1997-09-16,1.014717102029355
1997-09-17,1.013625610535854
1997-09-18,1.0169267870029448
1997-09-19,1.0156128063227972
1997-09-22,1.0209394851908613
1997-09-23,1.0213849475231707
1997-09-24,1.0224599446119145
1997-09-25,1.02907947089792
1997-09-26,1.0312332663951433
1997-09-29,1.0282918546387483
1997-09-30,1.027524818606597
1997-10-01,1.0287821573076028
1997-10-02,1.0335273430895273
1997-10-03,1.0398398825548978
1997-10-06,1.0332754519375793
1997-10-07,1.0324625071627327
1997-10-08,1.0322566406305484
1997-10-09,1.0325159502133208
1997-10-10,1.0354252204304675
1997-10-13,1.0314136838763706
1997-10-14,1.0280403607242379
1997-10-15,1.027648058611962
1997-10-16,1.0337717462382814
1997-10-17,1.0301373738627826
1997-10-20,1.0348446935748288
1997-10-21,1.0354786649293828
1997-10-22,1.0427003895537212
1997-10-23,1.0398889523178454
1997-10-24,1.0418436525452572
1997-10-27,1.046934697563615
1997-10-28,1.0343738281099817
1997-10-29,1.0371758719535156
1997-10-30,1.041783448402561
1997-10-31,1.0428420078556988
1997-11-03,1.0375492649878395
1997-11-04,1.0352873277843275
1997-11-05,1.0345520789842093
1997-11-06,1.035266353873227
1997-11-07,1.0343537999564854
1997-11-10,1.0350164692155432
1997-11-11,1.0373217764606102
1997-11-12,1.0366663984203792
1997-11-13,1.034257071940522
1997-11-14,1.0312948491094156
1997-11-17,1.0265404559109248
1997-11-18,1.0248952810798209
1997-11-19,1.0223450476984226
1997-11-20,1.014335130008418
1997-11-21,1.017429723327769
1997-11-24,1.0150345087616441
1997-11-25,1.0136967388413949
1997-11-26,1.008946393781639
1997-11-27,1.0089947114979803
1997-11-28,1.0093087465778117
1997-12-01,1.0107271392309305
1997-12-02,1.0102958765702021
1997-12-03,1.008193884387452
1997-12-04,1.003822086578226
1997-12-05,1.004228786465753
1997-12-08,1.003753909170486
1997-12-09,1.0049723197706895
1997-12-10,0.9994178040071163
1997-12-11,0.9983470647905833
1997-12-12,0.9988341659067379
1997-12-15,0.9960708308041789
1997-12-16,0.9980230994118557
1997-12-17,0.999314992252787
1997-12-18,1.0010049020550238
1997-12-19,1.001207969864169
1997-12-22,0.9965932778866611
1997-12-23,0.9945536105696343
1997-12-24,0.9959986173314447
1997-12-25,0.9960456327727972
1997-12-26,0.9959751162678221
1997-12-29,0.9924263206654848
1997-12-30,0.9902293791490141
1997-12-31,0.9910095747205117
1998-01-01,0.9910797545643415
1998-01-02,0.9924363727500475
1998-01-05,0.9924175579113319
1998-01-06,0.9916854294000127
1998-01-07,0.9892230783697596
1998-01-08,0.9879417021092975
1998-01-09,0.9869975236709967
1998-01-12,0.9838375029465276
1998-01-13,0.986484244311568
1998-01-14,0.9859725873629828
1998-01-15,0.9855947997201193
1998-01-16,0.9870366399093268
1998-01-19,0.9872439134582366
1998-01-20,0.9867144367178953
1998-01-21,0.985223164626475
1998-01-22,0.9839190273115301
1998-01-23,0.9804445480916298
1998-01-26,0.9897965215937008
1998-01-27,0.9895060239089682
1998-01-28,0.9918886015737512
1998-01-29,0.9990320027570135
1998-01-30,0.9949962346880357
1998-02-02,0.9938633140213436
1998-02-03,0.9886232287690039
1998-02-04,0.9868228052694384
1998-02-05,0.9877918033378338
1998-02-06,0.9877751165441994
